Horodatage,PGA,Valeur_brute,Scale (V/bit),Tension (V),Canal
2025-04-29 08:13:38,1.024,4735,3.125e-05,0.147969,AIN3
2025-04-29 08:13:38,1.024,4,3.125e-05,0.000125,AIN0-AIN1
2025-04-29 08:13:38,1.024,53,3.125e-05,0.001656,AIN2-AIN3
2025-04-29 08:13:38,0.512,-6422,1.5625e-05,-0.100344,AIN0
2025-04-29 08:13:38,0.512,6176,1.5625e-05,0.096500,AIN1
2025-04-29 08:13:38,0.512,7533,1.5625e-05,0.117703,AIN2
2025-04-29 08:13:39,0.512,-5214,1.5625e-05,-0.081469,AIN3
2025-04-29 08:13:39,0.512,6,1.5625e-05,0.000094,AIN0-AIN1
2025-04-29 08:13:39,0.512,0,1.5625e-05,0.000000,AIN2-AIN3
2025-04-29 08:13:39,0.256,-13301,7.8125e-06,-0.103914,AIN0
2025-04-29 08:13:39,0.256,32767,7.8125e-06,0.255992,AIN1
2025-04-29 08:13:39,0.256,-9636,7.8125e-06,-0.075281,AIN2
2025-04-29 08:13:39,0.256,1352,7.8125e-06,0.010563,AIN3
2025-04-29 08:13:39,0.256,12,7.8125e-06,0.000094,AIN0-AIN1
2025-04-29 08:13:39,0.256,12,7.8125e-06,0.000094,AIN2-AIN3
2025-04-29 08:15:39,6.144,-421,0.0001875,-0.078938,AIN0
2025-04-29 08:15:39,6.144,17739,0.0001875,3.326062,AIN1
2025-04-29 08:15:39,6.144,2748,0.0001875,0.515250,AIN2
2025-04-29 08:15:39,6.144,1014,0.0001875,0.190125,AIN3
2025-04-29 08:15:39,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:15:39,6.144,11,0.0001875,0.002063,AIN2-AIN3
2025-04-29 08:15:39,4.096,7716,0.000125,0.964500,AIN0
2025-04-29 08:15:39,4.096,20742,0.000125,2.592750,AIN1
2025-04-29 08:15:39,4.096,315,0.000125,0.039375,AIN2
2025-04-29 08:15:39,4.096,10511,0.000125,1.313875,AIN3
2025-04-29 08:15:39,4.096,1,0.000125,0.000125,AIN0-AIN1
2025-04-29 08:15:39,4.096,15,0.000125,0.001875,AIN2-AIN3
2025-04-29 08:15:39,2.048,23306,6.25e-05,1.456625,AIN0
2025-04-29 08:15:39,2.048,2608,6.25e-05,0.163000,AIN1
2025-04-29 08:15:39,2.048,3031,6.25e-05,0.189438,AIN2
2025-04-29 08:15:39,2.048,13055,6.25e-05,0.815937,AIN3
2025-04-29 08:15:39,2.048,2,6.25e-05,0.000125,AIN0-AIN1
2025-04-29 08:15:39,2.048,205,6.25e-05,0.012813,AIN2-AIN3
2025-04-29 08:15:39,1.024,16948,3.125e-05,0.529625,AIN0
2025-04-29 08:15:39,1.024,-1771,3.125e-05,-0.055344,AIN1
2025-04-29 08:15:39,1.024,17059,3.125e-05,0.533094,AIN2
2025-04-29 08:15:39,1.024,5093,3.125e-05,0.159156,AIN3
2025-04-29 08:15:39,1.024,4,3.125e-05,0.000125,AIN0-AIN1
2025-04-29 08:15:39,1.024,52,3.125e-05,0.001625,AIN2-AIN3
2025-04-29 08:15:39,0.512,-6218,1.5625e-05,-0.097156,AIN0
2025-04-29 08:15:39,0.512,5554,1.5625e-05,0.086781,AIN1
2025-04-29 08:15:39,0.512,7572,1.5625e-05,0.118313,AIN2
2025-04-29 08:15:39,0.512,-5199,1.5625e-05,-0.081234,AIN3
2025-04-29 08:15:39,0.512,6,1.5625e-05,0.000094,AIN0-AIN1
2025-04-29 08:15:39,0.512,0,1.5625e-05,0.000000,AIN2-AIN3
2025-04-29 08:15:39,0.256,-13419,7.8125e-06,-0.104836,AIN0
2025-04-29 08:15:39,0.256,32767,7.8125e-06,0.255992,AIN1
2025-04-29 08:15:39,0.256,-9485,7.8125e-06,-0.074102,AIN2
2025-04-29 08:15:39,0.256,1054,7.8125e-06,0.008234,AIN3
2025-04-29 08:15:39,0.256,11,7.8125e-06,0.000086,AIN0-AIN1
2025-04-29 08:15:39,0.256,11,7.8125e-06,0.000086,AIN2-AIN3
2025-04-29 08:17:39,6.144,4303,0.0001875,0.806813,AIN0
2025-04-29 08:17:39,6.144,1470,0.0001875,0.275625,AIN1
2025-04-29 08:17:39,6.144,10333,0.0001875,1.937438,AIN2
2025-04-29 08:17:39,6.144,552,0.0001875,0.103500,AIN3
2025-04-29 08:17:39,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:17:39,6.144,370,0.0001875,0.069375,AIN2-AIN3
2025-04-29 08:17:39,4.096,-1104,0.000125,-0.138000,AIN0
2025-04-29 08:17:39,4.096,20707,0.000125,2.588375,AIN1
2025-04-29 08:17:39,4.096,5295,0.000125,0.661875,AIN2
2025-04-29 08:17:39,4.096,1214,0.000125,0.151750,AIN3
2025-04-29 08:17:39,4.096,2,0.000125,0.000250,AIN0-AIN1
2025-04-29 08:17:39,4.096,10,0.000125,0.001250,AIN2-AIN3
2025-04-29 08:17:39,2.048,4310,6.25e-05,0.269375,AIN0
2025-04-29 08:17:39,2.048,22984,6.25e-05,1.436500,AIN1
2025-04-29 08:17:39,2.048,-384,6.25e-05,-0.024000,AIN2
2025-04-29 08:17:39,2.048,10632,6.25e-05,0.664500,AIN3
2025-04-29 08:17:39,2.048,4,6.25e-05,0.000250,AIN0-AIN1
2025-04-29 08:17:39,2.048,24,6.25e-05,0.001500,AIN2-AIN3
2025-04-29 08:17:39,1.024,24500,3.125e-05,0.765625,AIN0
2025-04-29 08:17:39,1.024,4905,3.125e-05,0.153281,AIN1
2025-04-29 08:17:39,1.024,4776,3.125e-05,0.149250,AIN2
2025-04-29 08:17:39,1.024,17899,3.125e-05,0.559344,AIN3
2025-04-29 08:17:39,1.024,8,3.125e-05,0.000250,AIN0-AIN1
2025-04-29 08:17:39,1.024,21,3.125e-05,0.000656,AIN2-AIN3
2025-04-29 08:17:39,0.512,13374,1.5625e-05,0.208969,AIN0
2025-04-29 08:17:39,0.512,-8554,1.5625e-05,-0.133656,AIN1
2025-04-29 08:17:39,0.512,10096,1.5625e-05,0.157750,AIN2
2025-04-29 08:17:39,0.512,-1297,1.5625e-05,-0.020266,AIN3
2025-04-29 08:17:39,0.512,15,1.5625e-05,0.000234,AIN0-AIN1
2025-04-29 08:17:39,0.256,-11761,7.8125e-06,-0.091883,AIN0
2025-04-29 08:17:39,0.256,8498,7.8125e-06,0.066391,AIN1
2025-04-29 08:17:39,0.256,17589,7.8125e-06,0.137414,AIN2
2025-04-29 08:17:39,0.256,-10893,7.8125e-06,-0.085102,AIN3
2025-04-29 08:17:40,0.256,27,7.8125e-06,0.000211,AIN0-AIN1
2025-04-29 08:17:40,0.256,0,7.8125e-06,0.000000,AIN2-AIN3
2025-04-29 08:19:40,6.144,16071,0.0001875,3.013313,AIN0
2025-04-29 08:19:40,6.144,-711,0.0001875,-0.133313,AIN1
2025-04-29 08:19:40,6.144,8435,0.0001875,1.581562,AIN2
2025-04-29 08:19:40,6.144,4769,0.0001875,0.894188,AIN3
2025-04-29 08:19:40,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:19:40,6.144,475,0.0001875,0.089063,AIN2-AIN3
2025-04-29 08:19:40,4.096,3448,0.000125,0.431000,AIN0
2025-04-29 08:19:40,4.096,3567,0.000125,0.445875,AIN1
2025-04-29 08:19:40,4.096,12236,0.000125,1.529500,AIN2
2025-04-29 08:19:40,4.096,624,0.000125,0.078000,AIN3
2025-04-29 08:19:40,4.096,1,0.000125,0.000125,AIN0-AIN1
2025-04-29 08:19:40,4.096,282,0.000125,0.035250,AIN2-AIN3
2025-04-29 08:19:40,2.048,-1641,6.25e-05,-0.102563,AIN0
2025-04-29 08:19:40,2.048,21970,6.25e-05,1.373125,AIN1
2025-04-29 08:19:40,2.048,2979,6.25e-05,0.186188,AIN2
2025-04-29 08:19:40,2.048,1449,6.25e-05,0.090563,AIN3
2025-04-29 08:19:40,2.048,4,6.25e-05,0.000250,AIN0-AIN1
2025-04-29 08:19:40,2.048,12,6.25e-05,0.000750,AIN2-AIN3
2025-04-29 08:19:40,1.024,10688,3.125e-05,0.334000,AIN0
2025-04-29 08:19:40,1.024,22072,3.125e-05,0.689750,AIN1
2025-04-29 08:19:40,1.024,915,3.125e-05,0.028594,AIN2
2025-04-29 08:19:40,1.024,16839,3.125e-05,0.526219,AIN3
2025-04-29 08:19:40,1.024,6,3.125e-05,0.000188,AIN0-AIN1
2025-04-29 08:19:40,1.024,7,3.125e-05,0.000219,AIN2-AIN3
2025-04-29 08:19:40,0.512,19929,1.5625e-05,0.311391,AIN0
2025-04-29 08:19:40,0.512,-4317,1.5625e-05,-0.067453,AIN1
2025-04-29 08:19:40,0.512,-419,1.5625e-05,-0.006547,AIN2
2025-04-29 08:19:40,0.512,9818,1.5625e-05,0.153406,AIN3
2025-04-29 08:19:40,0.512,11,1.5625e-05,0.000172,AIN0-AIN1
2025-04-29 08:19:40,0.512,1,1.5625e-05,0.000016,AIN2-AIN3
2025-04-29 08:19:40,0.256,17710,7.8125e-06,0.138359,AIN0
2025-04-29 08:19:40,0.256,-16550,7.8125e-06,-0.129297,AIN1
2025-04-29 08:19:40,0.256,20098,7.8125e-06,0.157016,AIN2
2025-04-29 08:19:40,0.256,-5229,7.8125e-06,-0.040852,AIN3
2025-04-29 08:19:40,0.256,23,7.8125e-06,0.000180,AIN0-AIN1
2025-04-29 08:19:40,0.256,-3,7.8125e-06,-0.000023,AIN2-AIN3
2025-04-29 08:21:40,6.144,-92,0.0001875,-0.017250,AIN0
2025-04-29 08:21:40,6.144,18576,0.0001875,3.483000,AIN1
2025-04-29 08:21:40,6.144,2296,0.0001875,0.430500,AIN2
2025-04-29 08:21:40,6.144,1317,0.0001875,0.246938,AIN3
2025-04-29 08:21:40,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:21:40,6.144,8,0.0001875,0.001500,AIN2-AIN3
2025-04-29 08:21:40,4.096,9991,0.000125,1.248875,AIN0
2025-04-29 08:21:40,4.096,18775,0.000125,2.346875,AIN1
2025-04-29 08:21:40,4.096,260,0.000125,0.032500,AIN2
2025-04-29 08:21:40,4.096,11540,0.000125,1.442500,AIN3
2025-04-29 08:21:40,4.096,2,0.000125,0.000250,AIN0-AIN1
2025-04-29 08:21:40,4.096,15,0.000125,0.001875,AIN2-AIN3
2025-04-29 08:21:40,2.048,23959,6.25e-05,1.497437,AIN0
2025-04-29 08:21:40,2.048,1811,6.25e-05,0.113187,AIN1
2025-04-29 08:21:40,2.048,4087,6.25e-05,0.255437,AIN2
2025-04-29 08:21:40,2.048,12982,6.25e-05,0.811375,AIN3
2025-04-29 08:21:40,2.048,3,6.25e-05,0.000188,AIN0-AIN1
2025-04-29 08:21:40,2.048,266,6.25e-05,0.016625,AIN2-AIN3
2025-04-29 08:21:40,1.024,14638,3.125e-05,0.457437,AIN0
2025-04-29 08:21:40,1.024,-1693,3.125e-05,-0.052906,AIN1
2025-04-29 08:21:40,1.024,17572,3.125e-05,0.549125,AIN2
2025-04-29 08:21:40,1.024,4076,3.125e-05,0.127375,AIN3
2025-04-29 08:21:40,1.024,6,3.125e-05,0.000188,AIN0-AIN1
2025-04-29 08:21:40,1.024,13,3.125e-05,0.000406,AIN2-AIN3
2025-04-29 08:21:40,0.512,-6999,1.5625e-05,-0.109359,AIN0
2025-04-29 08:21:40,0.512,8096,1.5625e-05,0.126500,AIN1
2025-04-29 08:21:40,0.512,6653,1.5625e-05,0.103953,AIN2
2025-04-29 08:21:40,0.512,-5364,1.5625e-05,-0.083812,AIN3
2025-04-29 08:21:40,0.512,9,1.5625e-05,0.000141,AIN0-AIN1
2025-04-29 08:21:40,0.512,0,1.5625e-05,0.000000,AIN2-AIN3
2025-04-29 08:21:40,0.256,-11939,7.8125e-06,-0.093273,AIN0
2025-04-29 08:21:40,0.256,32767,7.8125e-06,0.255992,AIN1
2025-04-29 08:21:40,0.256,-10271,7.8125e-06,-0.080242,AIN2
2025-04-29 08:21:40,0.256,4199,7.8125e-06,0.032805,AIN3
2025-04-29 08:21:40,0.256,18,7.8125e-06,0.000141,AIN0-AIN1
2025-04-29 08:21:40,0.256,12,7.8125e-06,0.000094,AIN2-AIN3
2025-04-29 08:23:40,6.144,7264,0.0001875,1.362000,AIN0
2025-04-29 08:23:40,6.144,427,0.0001875,0.080062,AIN1
2025-04-29 08:23:40,6.144,10051,0.0001875,1.884563,AIN2
2025-04-29 08:23:40,6.144,1401,0.0001875,0.262688,AIN3
2025-04-29 08:23:40,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:23:40,6.144,476,0.0001875,0.089250,AIN2-AIN3
2025-04-29 08:23:41,4.096,-27,0.000125,-0.003375,AIN0
2025-04-29 08:23:41,4.096,14494,0.000125,1.811750,AIN1
2025-04-29 08:23:41,4.096,8592,0.000125,1.074000,AIN2
2025-04-29 08:23:41,4.096,496,0.000125,0.062000,AIN3
2025-04-29 08:23:41,4.096,1,0.000125,0.000125,AIN0-AIN1
2025-04-29 08:23:41,4.096,13,0.000125,0.001625,AIN2-AIN3
2025-04-29 08:23:41,2.048,611,6.25e-05,0.038187,AIN0
2025-04-29 08:23:41,2.048,24176,6.25e-05,1.511000,AIN1
2025-04-29 08:23:41,2.048,215,6.25e-05,0.013437,AIN2
2025-04-29 08:23:41,2.048,6341,6.25e-05,0.396313,AIN3
2025-04-29 08:23:41,2.048,2,6.25e-05,0.000125,AIN0-AIN1
2025-04-29 08:23:41,2.048,-13,6.25e-05,-0.000813,AIN2-AIN3
2025-04-29 08:23:41,1.024,21699,3.125e-05,0.678094,AIN0
2025-04-29 08:23:41,1.024,10299,3.125e-05,0.321844,AIN1
2025-04-29 08:23:41,1.024,2032,3.125e-05,0.063500,AIN2
2025-04-29 08:23:41,1.024,17764,3.125e-05,0.555125,AIN3
2025-04-29 08:23:41,1.024,5,3.125e-05,0.000156,AIN0-AIN1
2025-04-29 08:23:41,1.024,5,3.125e-05,0.000156,AIN2-AIN3
2025-04-29 08:23:41,0.512,19858,1.5625e-05,0.310281,AIN0
2025-04-29 08:23:41,0.512,-8004,1.5625e-05,-0.125062,AIN1
2025-04-29 08:23:41,0.512,7068,1.5625e-05,0.110438,AIN2
2025-04-29 08:23:41,0.512,4533,1.5625e-05,0.070828,AIN3
2025-04-29 08:23:41,0.512,10,1.5625e-05,0.000156,AIN0-AIN1
2025-04-29 08:23:41,0.512,-2,1.5625e-05,-0.000031,AIN2-AIN3
2025-04-29 08:23:41,0.256,-4109,7.8125e-06,-0.032102,AIN0
2025-04-29 08:23:41,0.256,-8430,7.8125e-06,-0.065859,AIN1
2025-04-29 08:23:41,0.256,20164,7.8125e-06,0.157531,AIN2
2025-04-29 08:23:41,0.256,-10499,7.8125e-06,-0.082023,AIN3
2025-04-29 08:23:41,0.256,19,7.8125e-06,0.000148,AIN0-AIN1
2025-04-29 08:25:41,6.144,7078,0.0001875,1.327125,AIN0
2025-04-29 08:25:41,6.144,16749,0.0001875,3.140437,AIN1
2025-04-29 08:25:41,6.144,-61,0.0001875,-0.011437,AIN2
2025-04-29 08:25:41,6.144,8236,0.0001875,1.544250,AIN3
2025-04-29 08:25:41,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:25:41,6.144,10,0.0001875,0.001875,AIN2-AIN3
2025-04-29 08:25:41,4.096,24080,0.000125,3.010000,AIN0
2025-04-29 08:25:41,4.096,3604,0.000125,0.450500,AIN1
2025-04-29 08:25:41,4.096,3035,0.000125,0.379375,AIN2
2025-04-29 08:25:41,4.096,12213,0.000125,1.526625,AIN3
2025-04-29 08:25:41,4.096,1,0.000125,0.000125,AIN0-AIN1
2025-04-29 08:25:41,4.096,329,0.000125,0.041125,AIN2-AIN3
2025-04-29 08:25:41,2.048,16014,6.25e-05,1.000875,AIN0
2025-04-29 08:25:41,2.048,-1781,6.25e-05,-0.111313,AIN1
2025-04-29 08:25:41,2.048,13078,6.25e-05,0.817375,AIN2
2025-04-29 08:25:41,2.048,3198,6.25e-05,0.199875,AIN3
2025-04-29 08:25:41,2.048,3,6.25e-05,0.000188,AIN0-AIN1
2025-04-29 08:25:41,2.048,296,6.25e-05,0.018500,AIN2-AIN3
2025-04-29 08:25:41,1.024,1164,3.125e-05,0.036375,AIN0
2025-04-29 08:25:41,1.024,9808,3.125e-05,0.306500,AIN1
2025-04-29 08:25:41,1.024,16372,3.125e-05,0.511625,AIN2
2025-04-29 08:25:41,1.024,911,3.125e-05,0.028469,AIN3
2025-04-29 08:25:41,1.024,7,3.125e-05,0.000219,AIN0-AIN1
2025-04-29 08:25:41,1.024,12,3.125e-05,0.000375,AIN2-AIN3
2025-04-29 08:25:41,0.512,-7727,1.5625e-05,-0.120734,AIN0
2025-04-29 08:25:41,0.512,19792,1.5625e-05,0.309250,AIN1
2025-04-29 08:25:41,0.512,-3831,1.5625e-05,-0.059859,AIN2
2025-04-29 08:25:41,0.512,-1181,1.5625e-05,-0.018453,AIN3
2025-04-29 08:25:41,0.512,9,1.5625e-05,0.000141,AIN0-AIN1
2025-04-29 08:25:41,0.512,6,1.5625e-05,0.000094,AIN2-AIN3
2025-04-29 08:25:41,0.256,20557,7.8125e-06,0.160602,AIN0
2025-04-29 08:25:41,0.256,22079,7.8125e-06,0.172492,AIN1
2025-04-29 08:25:41,0.256,-10555,7.8125e-06,-0.082461,AIN2
2025-04-29 08:25:41,0.256,19648,7.8125e-06,0.153500,AIN3
2025-04-29 08:25:41,0.256,23,7.8125e-06,0.000180,AIN0-AIN1
2025-04-29 08:25:41,0.256,16,7.8125e-06,0.000125,AIN2-AIN3
2025-04-29 08:27:41,6.144,11251,0.0001875,2.109563,AIN0
2025-04-29 08:27:41,6.144,12706,0.0001875,2.382375,AIN1
2025-04-29 08:27:41,6.144,23,0.0001875,0.004313,AIN2
2025-04-29 08:27:41,6.144,9626,0.0001875,1.804875,AIN3
2025-04-29 08:27:41,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:27:41,6.144,13,0.0001875,0.002437,AIN2-AIN3
2025-04-29 08:27:41,4.096,24733,0.000125,3.091625,AIN0
2025-04-29 08:27:41,4.096,1770,0.000125,0.221250,AIN1
2025-04-29 08:27:41,4.096,5395,0.000125,0.674375,AIN2
2025-04-29 08:27:41,4.096,11219,0.000125,1.402375,AIN3
2025-04-29 08:27:41,4.096,2,0.000125,0.000250,AIN0-AIN1
2025-04-29 08:27:41,4.096,513,0.000125,0.064125,AIN2-AIN3
2025-04-29 08:27:41,2.048,9562,6.25e-05,0.597625,AIN0
2025-04-29 08:27:42,2.048,-968,6.25e-05,-0.060500,AIN1
2025-04-29 08:27:42,2.048,13460,6.25e-05,0.841250,AIN2
2025-04-29 08:27:42,2.048,1476,6.25e-05,0.092250,AIN3
2025-04-29 08:27:42,2.048,3,6.25e-05,0.000188,AIN0-AIN1
2025-04-29 08:27:42,2.048,295,6.25e-05,0.018437,AIN2-AIN3
2025-04-29 08:27:42,1.024,-984,3.125e-05,-0.030750,AIN0
2025-04-29 08:27:42,1.024,15658,3.125e-05,0.489312,AIN1
2025-04-29 08:27:42,1.024,13377,3.125e-05,0.418031,AIN2
2025-04-29 08:27:42,1.024,1089,3.125e-05,0.034031,AIN3
2025-04-29 08:27:42,1.024,6,3.125e-05,0.000188,AIN0-AIN1
2025-04-29 08:27:42,1.024,4,3.125e-05,0.000125,AIN2-AIN3
2025-04-29 08:27:42,0.512,-5491,1.5625e-05,-0.085797,AIN0
2025-04-29 08:27:42,0.512,20532,1.5625e-05,0.320813,AIN1
2025-04-29 08:27:42,0.512,-5218,1.5625e-05,-0.081531,AIN2
2025-04-29 08:27:42,0.512,2862,1.5625e-05,0.044719,AIN3
2025-04-29 08:27:42,0.512,9,1.5625e-05,0.000141,AIN0-AIN1
2025-04-29 08:27:42,0.512,6,1.5625e-05,0.000094,AIN2-AIN3
2025-04-29 08:27:42,0.256,32767,7.8125e-06,0.255992,AIN0
2025-04-29 08:27:42,0.256,6334,7.8125e-06,0.049484,AIN1
2025-04-29 08:27:42,0.256,-9219,7.8125e-06,-0.072023,AIN2
2025-04-29 08:27:42,0.256,20377,7.8125e-06,0.159195,AIN3
2025-04-29 08:27:42,0.256,21,7.8125e-06,0.000164,AIN0-AIN1
2025-04-29 08:27:42,0.256,10,7.8125e-06,0.000078,AIN2-AIN3
2025-04-29 08:29:42,6.144,186,0.0001875,0.034875,AIN0
2025-04-29 08:29:42,6.144,10249,0.0001875,1.921687,AIN1
2025-04-29 08:29:42,6.144,7496,0.0001875,1.405500,AIN2
2025-04-29 08:29:42,6.144,42,0.0001875,0.007875,AIN3
2025-04-29 08:29:42,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:29:42,6.144,95,0.0001875,0.017813,AIN2-AIN3
2025-04-29 08:29:42,4.096,1342,0.000125,0.167750,AIN0
2025-04-29 08:29:42,4.096,24643,0.000125,3.080375,AIN1
2025-04-29 08:29:42,4.096,1272,0.000125,0.159000,AIN2
2025-04-29 08:29:42,4.096,5236,0.000125,0.654500,AIN3
2025-04-29 08:29:42,4.096,2,0.000125,0.000250,AIN0-AIN1
2025-04-29 08:29:42,4.096,-12,0.000125,-0.001500,AIN2-AIN3
2025-04-29 08:29:42,2.048,19172,6.25e-05,1.198250,AIN0
2025-04-29 08:29:42,2.048,8306,6.25e-05,0.519125,AIN1
2025-04-29 08:29:42,2.048,574,6.25e-05,0.035875,AIN2
2025-04-29 08:29:42,2.048,13577,6.25e-05,0.848562,AIN3
2025-04-29 08:29:42,2.048,3,6.25e-05,0.000188,AIN0-AIN1
2025-04-29 08:29:42,2.048,5,6.25e-05,0.000313,AIN2-AIN3
2025-04-29 08:29:42,1.024,24966,3.125e-05,0.780188,AIN0
2025-04-29 08:29:42,1.024,-1487,3.125e-05,-0.046469,AIN1
2025-04-29 08:29:42,1.024,14427,3.125e-05,0.450844,AIN2
2025-04-29 08:29:42,1.024,11795,3.125e-05,0.368594,AIN3
2025-04-29 08:29:42,1.024,6,3.125e-05,0.000188,AIN0-AIN1
2025-04-29 08:29:42,1.024,49,3.125e-05,0.001531,AIN2-AIN3
2025-04-29 08:29:42,0.512,-2094,1.5625e-05,-0.032719,AIN0
2025-04-29 08:29:42,0.512,-4169,1.5625e-05,-0.065141,AIN1
2025-04-29 08:29:42,0.512,10018,1.5625e-05,0.156531,AIN2
2025-04-29 08:29:42,0.512,-5224,1.5625e-05,-0.081625,AIN3
2025-04-29 08:29:42,0.512,10,1.5625e-05,0.000156,AIN0-AIN1
2025-04-29 08:29:42,0.256,-16795,7.8125e-06,-0.131211,AIN0
2025-04-29 08:29:42,0.256,32767,7.8125e-06,0.255992,AIN1
2025-04-29 08:29:42,0.256,-2406,7.8125e-06,-0.018797,AIN2
2025-04-29 08:29:42,0.256,-7635,7.8125e-06,-0.059648,AIN3
2025-04-29 08:29:42,0.256,17,7.8125e-06,0.000133,AIN0-AIN1
2025-04-29 08:29:42,0.256,8,7.8125e-06,0.000063,AIN2-AIN3
2025-04-29 08:31:42,6.144,-595,0.0001875,-0.111563,AIN0
2025-04-29 08:31:42,6.144,17376,0.0001875,3.258000,AIN1
2025-04-29 08:31:42,6.144,3125,0.0001875,0.585938,AIN2
2025-04-29 08:31:42,6.144,883,0.0001875,0.165563,AIN3
2025-04-29 08:31:42,6.144,1,0.0001875,0.000188,AIN0-AIN1
2025-04-29 08:31:42,6.144,16,0.0001875,0.003000,AIN2-AIN3
2025-04-29 08:31:42,4.096,6940,0.000125,0.867500,AIN0
2025-04-29 08:31:42,4.096,21601,0.000125,2.700125,AIN1
2025-04-29 08:31:42,4.096,311,0.000125,0.038875,AIN2
2025-04-29 08:31:42,4.096,10387,0.000125,1.298375,AIN3
2025-04-29 08:31:42,4.096,2,0.000125,0.000250,AIN0-AIN1
2025-04-29 08:31:42,4.096,16,0.000125,0.002000,AIN2-AIN3
2025-04-29 08:31:42,2.048,23364,6.25e-05,1.460250,AIN0
2025-04-29 08:31:42,2.048,2743,6.25e-05,0.171437,AIN1
2025-04-29 08:31:42,2.048,2957,6.25e-05,0.184812,AIN2
2025-04-29 08:31:42,2.048,13358,6.25e-05,0.834875,AIN3
2025-04-29 08:31:42,2.048,3,6.25e-05,0.000188,AIN0-AIN1
2025-04-29 08:31:42,2.048,205,6.25e-05,0.012813,AIN2-AIN3
2025-04-29 08:31:42,1.024,17484,3.125e-05,0.546375,AIN0
2025-04-29 08:31:42,1.024,-1908,3.125e-05,-0.059625,AIN1
2025-04-29 08:31:43,1.024,17338,3.125e-05,0.541813,AIN2
2025-04-29 08:31:43,1.024,5183,3.125e-05,0.161969,AIN3
2025-04-29 08:31:43,1.024,6,3.125e-05,0.000188,AIN0-AIN1
2025-04-29 08:31:43,1.024,51,3.125e-05,0.001594,AIN2-AIN3
2025-04-29 08:31:43,0.512,-6275,1.5625e-05,-0.098047,AIN0
2025-04-29 08:31:43,0.512,5595,1.5625e-05,0.087422,AIN1
2025-04-29 08:31:43,0.512,7838,1.5625e-05,0.122469,AIN2
2025-04-29 08:31:43,0.512,-5318,1.5625e-05,-0.083094,AIN3
2025-04-29 08:31:43,0.512,10,1.5625e-05,0.000156,AIN0-AIN1
2025-04-29 08:31:43,0.512,0,1.5625e-05,0.000000,AIN2-AIN3
2025-04-29 08:31:43,0.256,-13334,7.8125e-06,-0.104172,AIN0
2025-04-29 08:31:43,0.256,32767,7.8125e-06,0.255992,AIN1
2025-04-29 08:31:43,0.256,-9728,7.8125e-06,-0.076000,AIN2
2025-04-29 08:31:43,0.256,1515,7.8125e-06,0.011836,AIN3
2025-04-29 08:31:43,0.256,18,7.8125e-06,0.000141,AIN0-AIN1
2025-04-29 08:31:43,0.256,12,7.8125e-06,0.000094,AIN2-AIN3
2025-04-29 08:33:43,6.144,19182,0.0001875,3.596625,AIN0
2025-04-29 08:33:43,6.144,3426,0.0001875,0.642375,AIN1
2025-04-29 08:33:43,6.144,1718,0.0001875,0.322125,AIN2
2025-04-29 08:33:43,6.144,9449,0.0001875,1.771688,AIN3
2025-04-29 08:33:43,6.144,0,0.0001875,0.000000,AIN0-AIN1
2025-04-29 08:33:43,6.144,267,0.0001875,0.050063,AIN2-AIN3
2025-04-29 08:33:43,4.096,17394,0.000125,2.174250,AIN0
2025-04-29 08:33:43,4.096,-617,0.000125,-0.077125,AIN1
2025-04-29 08:33:43,4.096,11291,0.000125,1.411375,AIN2
2025-04-29 08:33:43,4.096,3941,0.000125,0.492625,AIN3
2025-04-29 08:33:43,4.096,1,0.000125,0.000125,AIN0-AIN1
2025-04-29 08:33:43,4.096,674,0.000125,0.084250,AIN2-AIN3
2025-04-29 08:33:43,2.048,994,6.25e-05,0.062125,AIN0
2025-04-29 08:33:43,2.048,5991,6.25e-05,0.374438,AIN1
2025-04-29 08:33:43,2.048,11834,6.25e-05,0.739625,AIN2
2025-04-29 08:33:43,2.048,-403,6.25e-05,-0.025188,AIN3
2025-04-29 08:33:43,2.048,1,6.25e-05,0.000063,AIN0-AIN1
2025-04-29 08:33:43,2.048,124,6.25e-05,0.007750,AIN2-AIN3
2025-04-29 08:33:43,1.024,-971,3.125e-05,-0.030344,AIN0
2025-04-29 08:33:43,1.024,24886,3.125e-05,0.777687,AIN1
2025-04-29 08:33:43,1.024,3351,3.125e-05,0.104719,AIN2
2025-04-29 08:33:43,1.024,5969,3.125e-05,0.186531,AIN3
2025-04-29 08:33:43,1.024,1,3.125e-05,0.000031,AIN0-AIN1
2025-04-29 08:33:43,1.024,8,3.125e-05,0.000250,AIN2-AIN3
2025-04-29 08:33:43,0.512,9552,1.5625e-05,0.149250,AIN0
2025-04-29 08:33:43,0.512,11014,1.5625e-05,0.172094,AIN1
2025-04-29 08:33:43,0.512,-5073,1.5625e-05,-0.079266,AIN2
